 sadly,so sadly
" _richie i also saw u on american idol great performance, i see u will be at windsor in june 20 commodores won`t be there","I also saw u on American Idol great performance, I see u will be at Windsor in June 20 Commodores won`t be there"
 nice,nice
 happy,Happy
" everyone seems to love it, but it felt kinda lazy and repetative to me. i was really disappointed.","Everyone seems to love it, but it felt kinda lazy and repetative to me.  I was really disappointed."
 roll on thursday,Roll on Thursday
" dadgum, i think this nations shipping needs have shut down completely. still no freight for carriers out there.","Dadgum, I think this nations shipping needs have shut down completely. still no freight for carriers out there."
 cavs got lucky 2night lol but lebron took over and killed em another triple double,cavs got lucky 2night  lol but lebron took over and killed em another triple double
 my bad,my bad
 forgot,forgot
 as long as you have someone to make out with lol,as long as you have someone to make out with
 thanxx,thanxx
" you arent following me, so i cant send you a dm..","You arent following me, so i cant send you a DM.."
 i`m poorly,poorly
 i hope everyone had a great weekend!,hope
 i love you guys you`re the best,s  you`re the best
 listening 2 music @ home all alone lol who wants 2 come over & hang with me lol!!,Listening 2 music @ home all alone lol  who wants 2 come over & hang with me LOL!!
" or so a month. i put my 2 week`s notice in a little over a week ago, my last day is this friday!","or so a month. I put my 2 week`s notice in a little over a week ago, my last day is this friday!"
 woo!,cant wait
 stunning,laavly
 sick,I`m really getting sick ugh
 ???-?? ? youtube ? ????,???-?? ? youtube ? ????
" _ having a very lazy day, playing xbox and drinking tea","_ having a very lazy day, playing xbox and drinking tea"
 my mom just texted me and told me that rodney was chasing fireflies in their backyard. awwwww i`m miss him,My mom just texted me and told me that Rodney was chasing fireflies in their backyard. Awwwww I`m miss
 my legs are killing me now. but i know it`s a good pain all in all.,My legs are killing me now.  but i know it`s a good pain all in all.
" fun,","s fun,"
 wish i could go too!,h) wish I could go too
 need to push diet to last level. not too good last week lost 1 lb. . better than a gain,need to push diet to last level. Not too good last week lost 1 lb. . Better than a gain
 ****,****
 i dont feel very good,i dont feel very good
 congradts on ur show even tho i wasnt there lol,congradts on ur show  Even tho i wasnt there lol
omg i dont think i`ve cried so hard for a show..finally understand the finale,damjust finished watching Prison Break: the final break...omg i dont think i`ve cried so hard for a show..Finally understand the finale
" so glad it is friday two classes, then lazy afternoon. too bad it isnt nice and warm out today","so glad it is friday  two classes, then lazy afternoon. too bad it isnt nice and warm out today"
 good luck..,good
 _aid16 goodnight!,_Aid16 Goodnight!
" thanks,","Thanks,"
 feeling all homely!,feeling all homely! off out with Freddie for a fun-packed day
" will do hee after exams, i`ll give u plenty of shows. haha hopeless me","will do  hee after exams, i`ll give u plenty of shows. HAHA hopeless me"
 i sorry,I sorry
 you just couldn`t remember!!,just couldn`t remember!!
 _bishop sez need to get u to look at my flights again will email ur work tonite,_bishop  sez need to get u to look at my flights again  will email ur work tonite
 wish,I wish I had the battery life of an iPhone!
 happy,happy
 omg.,Omg.
 horrible,Work in that heat is horrible !
 thanks,Thanks Savvv
 my sleep pattern is screwed,my sleep pattern is screwed
 it isn`t easy,isn`t easy to find
 happy,HAPPY
 i`m either always on the train or at work,I`m either always on the train or at work
" tired,","I`m tired,"
 good,That`s me on a good day
 yes that is true,"hahaha, I was busy, now I see what I replied to you!"
 very bad.,very bad.
 he`s not logging in yet. and i doubt if he will check his his replies here in twitter. but we must keep on trying!,he`s not logging in yet.  and i doubt if he will check his his replies here in twitter. but we must keep on trying!
 very content with my life at the moment,Very content with my life at the moment
" thanks, i feel a lot better now.. but it hurt like hell!!! good luck with the lousy student writing.","thanks, i feel a lot better now.. but it hurt like hell!!!  good luck with the lousy student writing."
 happy,Happy mother`s day to you Lexus.  I hopw it`s a nice one for you.
 it`s mothers day today,it`s Mothers Day today
 _i_am_jes yay! congrats! i`m afraid to check my grades!,_i_am_jes YAY! congrats! i`m afraid to check my grades!
 same difference today going to go and have a shower then get ready!,Same Difference Today  going to go and have a shower then get ready!
" awww. don`t mean to sound like an overgrown age 37 baby, but i`m still stick. not as bad as yesterday, but still bad.",t I`m still stick.
" i guess your cooler than me, tony hawk never replied to me","i guess your cooler than me, tony hawk never replied to me"
 good.,ut yes now would be good
 lost without you,lost
 no... have to go on cruches next 2 weeks,No... have to go on cruches next 2 weeks
 im back on twitter.,im back on twitter.
" ah! well, i`ll see if i can find u later in the week. i am tempted to look at leica`s this week. lol. we could go check it out.","ah! well, I`ll see if I can find u later in the week.  I am tempted to look at Leica`s this week. LOL. We could go check it out."
 babe u aint been reading my tweets- my phone has fallen apart. my new on comes nxt wk. the track ball keeps fallin out my phone,babe u aint been reading my tweets- my phone has fallen apart. My new on comes nxt wk. The track ball keeps fallin out my phone
 _s make me tea pleaseeeeeeeeeee,make me tea pleaseeeeeeeeeee
 sports car + curb = flat tire.,Sports car + curb = flat tire.
 good,good
" omnomnom just came online to 69 unread emails, as well as my backlog from yesterday","Omnomnom    JUST came online to 69 unread emails, as well as my backlog from yesterday  http://tinyurl.com/lxjd"
 love ya,Yaay like it !  ?    Love
 waste,waste
 sad,sad me
" sucks sucks **** sucks,","SUCKS,"
 while im stuck inside in elk grove village working all day someone should enjoy it!,While im stuck INSIDE in Elk Grove Village working all day   Someone should enjoy it
 it looks amazing.,o   It looks amazi
 fun,yeah twitter is a lot of fun babe... especially when you`ve got ppl to talk to! lol & that sounds Goooooood lol
 hilariouss,loveeee
 awesome things for my blog tonight so grateful!!,so grateful!!
 call me when you have time and a good phone i wanna catch up with you! i love you and miss you.,Call me when you have time and a good phone  I wanna catch up with you! I love you and miss you.
 has heart burn,has heart burn
 thanks,thanks to you th
" even if i was drunk, i`d think about using a fake/temporary mail address","even if I was drunk, I`d think about using a fake/temporary mail address"
 happy,Happy
 luv,luv
 im afraid to fly,afraid
 wow i have no friends on twitter,wow i have no friends on twitter
 hard,hard
 my friend sent u call bck messages. i dunno if you could reply but she has no credit thts all.,my friend sent u call bck messages. i dunno if you could reply but she has no credit thts all.
 laughing,laughing
 uploading pictures on myspace,uploading pictures on myspace
 awesome,awesome
 lol clever i`m extremely jealous of the amount of followers you have i only have 24,LoL Clever I`m Extremely Jealous Of The Amount Of Followers You Have  I Only Have 24
 had a nice,nice we
 just got back from donating blood,just got back from donating blood
 i`m not leaving yet!,I`m not leaving yet!
 happy,Happy
 this is monumental,monumental
 what?? nooooooooo there goes my weekend!,What??  Nooooooooo      There goes my week
 good days with good friends make me not regret living,Good days with good friends ma
 omg i would sooooo make dis show number one n da ratings,OMG I would sooooo make dis show number one
 listening to dashboard confessional & counting down the days until the concert on may 16th with,Listening to dashboard confessional & counting down the days until the  concert on May 16th with
 nice,nice to have you back
" hahahah yeah, you`re right! plus i`m twitteraddict so, you`ll find me here all (well almost) day most likely","hahahah yeah, you`re right! Plus I`m Twitteraddict so, You`ll find me here all (well almost) day most likely"
 enjoy,Enjoy the coffee.
 omg evie. we have to do our plan for hot 30 tomorrow night,omg evie. we have to do our plan for hot 30 tomorrow night
 lovelies,my little felted thing looks like an incestuous by- product of two of your lovelies
 terrible,terrible
 is wondering what i did to get on the 'do not respond' list,is wondering what I did to get on the 'do not respond' list
" i am ok, i think i will just take the attitude that mothers day is an invented hallmark holiday from now on","I am ok, I think I will just take the attitude that Mothers Day is an invented Hallmark holiday from now on"
 sorry,problem
 happy birthday!,Happy
 at bus boys and poets ordering medici and white chocolate banana bread pudding !!,At bus boys and poets ordering medici and white chocolate banana bread pudding
 expensive.,E EXPENSIVE
 shouldn`t there be more bank holidays?,msn-ing. no school  shouldn`t there be more bank holidays? x
 time flies...and i never got it all right. why oh why?,Time flies...and i never got it all right. Why oh why?
 so sorry,so sorry
 you have no interview today?,you have no interview today?
 sad,is sad th
 date movie with nate. most likely wolverine.,Date movie with Nate. Most likely Wolverine.
